title,platform,IGNScore,CommScore,CommRaters,genre,publisher,developer,releaseDate,reviewDate
Bound by Flame,PlayStation 4,7,6.7,82,Action,Focus Home Interactive,Spiders,09.05.2014,12.05.2014
Starlight Inception,PlayStation Vita,3.8,4.4,7,Flight,Escape Hatch Entertainment,Escape Hatch Entertainment,22.04.2014,29.04.2014
The Sly Collection,PlayStation Vita,8.1,8.3,19,Platformer,Sony Computer Entertainment,Sanzaru Games,27.05.2014,30.05.2014
The Amazing Spider-Man 2,Xbox 360,5.4,7.8,35,Action,Activision,Beenox,29.04.2014,01.05.2014
Murdered: Soul Suspect,Xbox One,5.5,7.3,32,Adventure,Square Enix,Airtight Games,03.06.2014,03.06.2014
Murdered: Soul Suspect,PC,5.5,7.2,126,Adventure,Square Enix,Airtight Games,03.06.2014,03.06.2014
1001 Spikes,PC,8,9,1,Platformer,Nicalis,8bits Fanatics,03.06.2014,08.06.2014
Tomodachi Life,Nintendo 3DS,8.4,8.4,88,Simulation,Nintendo,Nintendo,06.06.2014,06.06.2014
Murdered: Soul Suspect,PlayStation 4,5.5,7,87,Adventure,Square Enix,Airtight Games,03.06.2014,03.06.2014
Among the Sleep,PC,7.3,8.4,42,Adventure,Krillbite Studio,Krillbite Studio,29.05.2014,05.06.2014
Ultra Street Fighter IV,Xbox 360,9,7.5,26,Fighting,Capcom,Capcom,04.06.2014,03.06.2014
1001 Spikes,Nintendo 3DS,8,8.1,1,Platformer,Nicalis,8bits Fanatics,,08.06.2014
Monster Monpiece,PlayStation Vita,4.9,5.8,10,Card,Idea Factory,Compile Heart,27.05.2014,05.06.2014
1001 Spikes,PlayStation Vita,8,-1,-1,Platformer,Nicalis,8bits Fanatics,03.06.2014,08.06.2014
EA Sports UFC,PlayStation 4,6.8,7.3,107,Fighting,Electronic Arts,Electronic Arts,17.06.2014,19.06.2014
1001 Spikes,Wii U,8,-1,-1,Platformer,Nicalis,8bits Fanatics,,08.06.2014
Mind Zero,PlayStation Vita,7,7.7,16,RPG,Aksys Games,Zero Div,27.05.2014,16.06.2014
1001 Spikes,PlayStation 4,8,8.6,4,Platformer,Nicalis,8bits Fanatics,03.06.2014,08.06.2014
Entwined,PlayStation 4,6,7.3,22,Adventure,Sony Computer Entertainment,Pixel Opus,09.06.2014,18.06.2014
Enemy Front,PC,4.7,5.5,30,Shooter,CI Games,CI Games,10.06.2014,17.06.2014
EA Sports UFC,Xbox One,6.8,7,97,Fighting,Electronic Arts,Electronic Arts,17.06.2014,19.06.2014
War Thunder,Macintosh,7.2,8,1,Flight,Gaijin Entertainment,Gaijin Entertainment,17.04.2014,20.06.2014
Madden NFL 15,PlayStation 4,8.7,8.4,45,Sports,Electronic Arts,Tiburon,26.08.2014,21.08.2014
War Thunder,PC,7.2,8.6,97,Flight,Gaijin Entertainment,Gaijin Entertainment,15.08.2013,20.06.2014
Tales from Space: Mutant Blobs Attack,PlayStation 3,8,-1,-1,Platformer,DrinkBox,DrinkBox,17.06.2014,23.06.2014
Madden NFL 15,Xbox One,8.7,7.8,34,Sports,Electronic Arts,Tiburon,26.08.2014,21.08.2014
War Thunder,PlayStation 4,7.2,8.2,128,Flight,Gaijin Entertainment,Gaijin Entertainment,03.06.2014,20.06.2014
Orbital Gear,PC,6.5,5.4,1,Shooter,Night Node Software,Night Node Software,07.08.2014,21.08.2014
Tales from Space: Mutant Blobs Attack,Xbox 360,8,-1,-1,Platformer,DrinkBox,DrinkBox,18.06.2014,23.06.2014
AirMech Arena,Xbox 360,5.5,6.2,6,Action,Ubisoft,Carbon Games,30.07.2014,21.08.2014
The Golf Club,PlayStation 4,7,6.4,13,Sports,HB Studios,HB Studios,26.08.2014,26.08.2014
The Golf Club,PC,7,5.3,9,Sports,HB Studios,HB Studios,19.08.2014,26.08.2014
Dark Souls II: Crown of the Old Iron King,PlayStation 3,8,7.5,5,Action,Bandai Namco Games,FromSoftware,26.08.2014,26.08.2014
The Golf Club,Xbox One,7,7.2,19,Sports,HB Studios,HB Studios,19.08.2014,26.08.2014
Phantom Breaker: Battle Grounds,PlayStation Vita,5,8.1,3,Fighting,Mages,Release Universal Network,29.07.2014,21.08.2014
Infamous: First Light,PlayStation 4,7.5,8.2,65,Action,Sony Computer Entertainment,Sucker Punch,26.08.2014,26.08.2014
Shadowgate -- The Classic Adventure Re-Imagined,PC,6.4,6.8,1,Adventure,Reverb Publishing,Zojoi,21.08.2014,22.08.2014
The Walking Dead: The Game -- Episode 5: No Time Left,PlayStation 3,9.5,9.4,243,Adventure,Telltale Games,Telltale Games,20.11.2012,26.08.2014
The Walking Dead: The Game -- Episode 5: No Time Left,Macintosh,9.5,7.3,10,Adventure,Telltale Games,Telltale Games,21.11.2012,26.08.2014
Azure Striker: Gunvolt,Nintendo 3DS,7.8,8.9,20,Action,Inti Creates,Inti Creates,29.08.2014,28.08.2014
The Walking Dead: The Game -- Episode 5: No Time Left,Xbox 360,9.5,9.3,166,Adventure,Telltale Games,Telltale Games,21.11.2012,26.08.2014
The Walking Dead: The Game -- Episode 5: No Time Left,PC,9.5,9.2,177,Adventure,Telltale Games,Telltale Games,21.11.2012,26.08.2014
Mighty Gunvolt,Nintendo 3DS,7.5,8.1,6,Action,Inti Creates,Inti Creates,29.08.2014,28.08.2014
BioShock,iPhone,6.7,7.4,13,Shooter,2K Games,2K Boston,28.08.2014,29.08.2014
Velocity 2X,PlayStation 4,9,8,32,Shooter,Futurlab,Futurlab,02.09.2014,02.09.2014
The Sims 4,PC,7.5,5.8,329,Simulation,Electronic Arts,The Sims Studio,02.09.2014,02.09.2014
Destiny,PlayStation 3,7.8,8.2,190,Shooter,Activision,Bungie Software,09.09.2014,03.09.2014
Destiny,PlayStation 4,7.8,8,1029,Shooter,Activision,Bungie Software,09.09.2014,03.09.2014
Destiny,Xbox 360,7.8,8.1,107,Action,Activision,Bungie Software,09.09.2014,03.09.2014
Velocity 2X,PlayStation Vita,9,8.5,26,Shooter,Futurlab,Futurlab,02.09.2014,02.09.2014
Sharknado: The Video Game,iPhone,5.5,-1,-1,Action,Majesco,Other Ocean Interactive,,05.08.2014
Sacred 3,PC,6.5,3.3,22,RPG,Deep Silver,Keen Games,05.08.2014,05.08.2014
Road Not Taken,PC,6.7,6.5,8,Puzzle,SpryFox,SpryFox,05.08.2014,05.08.2014
Metrico,PlayStation Vita,6.5,7.6,15,Puzzle,Digital Dreams Games,Digital Dreams Games,05.08.2014,05.08.2014
Fates Forever,iPad,7.5,9.4,2,RPG,Hammer & Chisel,Hammer & Chisel,03.07.2014,05.08.2014
Xenonauts,PC,7.8,7.8,11,Strategy,Goldhawk Interactive,Goldhawk Interactive,16.06.2014,07.08.2014
Siesta Fiesta,Nintendo 3DS,7.9,8,1,Action,Mojo Bones,Mojo Bones,24.07.2014,08.08.2014
Wii Sports Club (Retail Edition),Wii U,8,8.3,2,Sports,Nintendo,Nintendo,25.07.2014,08.08.2014
Out of the Park Baseball 15,PC,8.5,8,1,Sports,Out of the Park Developments,Out of the Park Developments,21.04.2014,09.08.2014
Wii Sports Club,Wii U,8,7.8,25,Sports,Nintendo,Nintendo,07.11.2013,08.08.2014
Micromon,iPhone,6.7,6.6,18,RPG,ZigZaGame Inc.,ZigZaGame Inc.,30.07.2014,09.08.2014
Firefall,PC,5.7,8,158,Action,,Red 5 Studios,29.07.2014,12.08.2014
Risen 3: Titan Lords,PC,5.2,7.2,77,RPG,,Piranha Bytes,,12.08.2014
Hohokum,PlayStation Vita,8.8,9,6,Action,Sony Computer Entertainment,Honeyslug,12.08.2014,12.08.2014
Hohokum,PlayStation 4,8.8,6.9,11,Action,Sony Computer Entertainment,Honeyslug,12.08.2014,12.08.2014
Hohokum,PlayStation 3,8.8,8.2,7,Action,Sony Computer Entertainment,Honeyslug,12.08.2014,12.08.2014
Diablo III: Ultimate Evil Edition,PlayStation 4,9.2,9,115,Action,Blizzard Entertainment,Blizzard Entertainment,19.08.2014,14.08.2014
Diablo III: Ultimate Evil Edition,Xbox One,9.2,9,82,Action,Blizzard Entertainment,Blizzard Entertainment,19.08.2014,14.08.2014
Borderlands: The Pre-Sequel,Xbox 360,8,7.8,28,Shooter,2K Games,2K Australia,14.10.2014,13.10.2014
Borderlands: The Pre-Sequel,PC,8,8.4,43,Shooter,2K Games,2K Australia,14.10.2014,13.10.2014
Defense Grid 2,PC,8,7.8,3,Strategy,Hidden Path Entertainment,Hidden Path Entertainment,23.09.2014,14.10.2014
Styx: Master of Shadows,PC,7.2,-1,-1,Action,Focus Home Interactive,Cyanide,,14.10.2014
Defense Grid 2,Xbox One,8,6.4,1,Strategy,505 Games,Hidden Path Entertainment,23.09.2014,14.10.2014
The Evil Within,Xbox One,8.7,8.8,21,Adventure,Bethesda Softworks,Tango Gameworks,14.10.2014,16.10.2014
The Evil Within,PlayStation 4,8.7,7.9,104,Adventure,Bethesda Softworks,Tango Gameworks,14.10.2014,16.10.2014
Natural Doctrine,PlayStation 4,2.8,7.9,20,RPG,NIS,Kadokawa Games,30.09.2014,16.10.2014
Legend of Grimrock II,PC,8.6,-1,-1,RPG,Almost Human Ltd.,Almost Human Ltd.,15.10.2014,17.10.2014
Pokemon Trading Card Game Online,iPhone,6,10,1,Card,The Pokemon Company,The Pokemon Company,29.09.2014,20.10.2014
Disney Fantasia: Music Evolved,Xbox One,8.6,9.3,3,Music,Disney Interactive Studios,Harmonix,21.10.2014,21.10.2014
Fantasy Life,Nintendo 3DS,8,9.7,33,RPG,Nintendo,Level-5,24.10.2014,23.10.2014
The Legend of Korra,Xbox One,4.2,7.9,22,Action,Activision,PlatinumGames,21.10.2014,21.10.2014
Sid Meier's Civilization: Beyond Earth,PC,7.9,7.9,20,Simulation,2K Games,Firaxis,24.10.2014,23.10.2014
Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,PC,7,-1,-1,Adventure,Pinkerton Road,Pinkerton Road,,24.10.2014
Sunset Overdrive,Xbox One,9,9,33,Action,Microsoft Game Studios,Insomniac Games,28.10.2014,27.10.2014
Screencheat,PC,7,6.9,1,Shooter,Surprise Attack Games,Samurai Punk,21.10.2014,26.10.2014
WWE 2K15,Xbox 360,5.9,6.7,17,Wrestling,Take-Two Interactive,Yuke's Media Creations,28.10.2014,28.10.2014
Counterspy,PlayStation 3,7,6.5,4,Action,Sony Computer Entertainment,Dynamighty,19.08.2014,19.08.2014
Tales of Xillia 2,PlayStation 3,8,8.8,56,RPG,Bandai Namco Games,Bandai Namco Games,19.08.2014,15.08.2014
Metro: Redux,PC,8.6,9.2,37,Shooter,,4A Games,26.08.2014,19.08.2014
Counterspy,PlayStation Vita,7,8.5,7,Action,Sony Computer Entertainment,Dynamighty,19.08.2014,19.08.2014
Counterspy,PlayStation 4,7,8.6,13,Action,Sony Computer Entertainment,Dynamighty,19.08.2014,19.08.2014
Metro: Redux,PlayStation 4,8.6,8.2,36,Shooter,,4A Games,26.08.2014,19.08.2014
Lords of the Fallen,PC,7.4,8,26,RPG,CI Games,Deck 13,28.10.2014,28.10.2014
NBA Live 15,PlayStation 4,5.5,7.7,8,Sports,Electronic Arts,,28.10.2014,29.10.2014
Costume Quest 2,Xbox 360,7.8,-1,-1,RPG,Midnight City,Double Fine Productions,,30.10.2014
Costume Quest 2,Xbox One,7.8,-1,-1,RPG,Midnight City,Double Fine Productions,,30.10.2014
Costume Quest 2,PlayStation 4,7.8,-1,-1,RPG,Midnight City,Double Fine Productions,28.10.2014,30.10.2014
Costume Quest 2,PlayStation 3,7.8,-1,-1,RPG,Midnight City,Double Fine Productions,28.10.2014,30.10.2014
Grid Autosport,PC,8.3,7.7,29,Racing,Codemasters,,24.06.2014,24.06.2014
Shantae and the Pirate's Curse,Nintendo 3DS,8.5,9.3,6,Platformer,WayForward Technologies,WayForward Technologies,23.10.2014,29.10.2014
Grid Autosport,Xbox 360,8.3,8.6,7,Racing,Codemasters,,24.06.2014,24.06.2014
Grid Autosport,PlayStation 3,8.3,8.3,18,Racing,Codemasters,,24.06.2014,24.06.2014
Shovel Knight,Wii U,9,9.1,28,Platformer,Yacht Club Games,Yacht Club Games,26.06.2014,26.06.2014
Valiant Hearts: The Great War,PlayStation 4,7.7,8.9,56,Puzzle,Ubisoft,Ubisoft,24.06.2014,24.06.2014
Shovel Knight,PC,9,8.4,60,Platformer,Yacht Club Games,Yacht Club Games,26.06.2014,26.06.2014
Sniper Elite III,PlayStation 4,8.2,7.5,57,Shooter,505 Games,Rebellion,01.07.2014,26.06.2014
Shovel Knight,Nintendo 3DS,9,9.4,14,Platformer,,Yacht Club Games,26.06.2014,26.06.2014
Sniper Elite III,PC,8.2,7.6,97,Shooter,Rebellion,Rebellion,27.06.2014,26.06.2014
WildStar,PC,8.7,9.1,299,RPG,NCsoft,Carbine Studios,03.06.2014,26.06.2014
Resogun Heroes,PlayStation 4,8.5,8.4,16,Shooter,Sony Computer Entertainment,Housemarque,24.06.2014,27.06.2014
Transformers: Rise of the Dark Spark,PlayStation 4,4.9,5.9,35,Action,Activision,Edge of Reality,24.06.2014,27.06.2014
Transformers: Rise of the Dark Spark,Xbox 360,4.9,6.5,13,Action,Activision,Edge of Reality,24.06.2014,27.06.2014
Transformers: Rise of the Dark Spark,Xbox One,4.9,6.4,50,Action,Activision,Edge of Reality,24.06.2014,27.06.2014
Transformers: Rise of the Dark Spark,PlayStation 3,4.9,7.4,11,Action,Activision,Edge of Reality,24.06.2014,27.06.2014
Transformers: Rise of the Dark Spark,PC,4.9,6.6,26,Action,Activision,Edge of Reality,24.06.2014,27.06.2014
Battle Princess of Arcadias,PlayStation 3,7.6,8.4,7,Action,NIS,Apollo Software,17.06.2014,30.06.2014
Blue Estate,PlayStation 4,3,4.8,17,Shooter,Focus Home Interactive,HeSaw,24.06.2014,01.07.2014
Transformers: Rise of the Dark Spark,Wii U,4,6.7,13,Action,Activision,Edge of Reality,24.06.2014,01.07.2014
The Wolf Among Us: Episode 5 -- Cry Wolf,Xbox 360,9.3,9.5,12,Adventure,Telltale Games,Telltale Games,,08.07.2014
Guacamelee! Super Turbo Championship Edition,Xbox 360,9.1,7,2,Platformer,DrinkBox,DrinkBox,,09.07.2014
Sid Meier's Civilization Revolution 2,iPhone,6.9,5.9,4,Simulation,2K Games,,02.07.2014,10.07.2014
Guacamelee! Super Turbo Championship Edition,PlayStation 4,9.1,8.2,23,Platformer,DrinkBox,DrinkBox,01.07.2014,09.07.2014
Guacamelee! Super Turbo Championship Edition,Xbox One,9.1,7.6,54,Platformer,DrinkBox,DrinkBox,02.07.2014,09.07.2014
MouseCraft,Macintosh,7.7,-1,-1,Puzzle,Crunching Koalas,Crunching Koalas,,11.07.2014
MouseCraft,Linux,7.7,-1,-1,Puzzle,Crunching Koalas,Crunching Koalas,,11.07.2014
Dynasty Warriors: Gundam Reborn,PlayStation 3,7,7.8,16,Action,Bandai Namco Games,,01.07.2014,11.07.2014
MouseCraft,PC,7.7,6.4,3,Puzzle,Crunching Koalas,Crunching Koalas,,11.07.2014
MouseCraft,PlayStation 4,7.7,4.7,1,Puzzle,Curve Studios,Crunching Koalas,08.07.2014,11.07.2014
Another World: 20th Anniversary Edition,PlayStation 4,4,6.4,9,Adventure,The Digital Lounge,,08.07.2014,11.07.2014
Another World: 20th Anniversary Edition,PlayStation Vita,4,7.3,2,Adventure,The Digital Lounge,,08.07.2014,11.07.2014
Crimsonland,PlayStation 4,7.5,7.2,6,Shooter,10tons,10tons,15.07.2014,17.07.2014
Oddworld: New 'n' Tasty,PlayStation 4,8.5,8.8,20,Adventure,Just Add Water Developments,Just Add Water Developments,22.07.2014,21.07.2014
Divinity: Original Sin,PC,9,9.1,114,RPG,,Larian Studios,20.06.2014,15.07.2014
Super Comboman,PC,6,10,1,Action,Interabang Entertainment,Interabang Entertainment,11.06.2014,21.07.2014
Dark Souls II: Crown of the Sunken King,PC,8,8.2,33,Action,Bandai Namco Games,FromSoftware,22.07.2014,22.07.2014
Magic 2015 -- Duels of the Planewalkers,PC,4.5,5.5,2,Card,Wizards of the Coast,Stainless Games,16.07.2014,22.07.2014
The Walking Dead: Season Two -- Episode 4: Amid the Ruins,Xbox 360,6,-1,-1,Adventure,Telltale Games,Telltale Games,,23.07.2014
The Walking Dead: Season Two -- Episode 4: Amid the Ruins,PC,6,-1,-1,Adventure,Telltale Games,Telltale Games,,23.07.2014
One Piece: Unlimited World Red,PlayStation 3,7,8.6,47,Action,Bandai Namco Games,Ganbarion,08.07.2014,23.07.2014
One Piece: Unlimited World Red,Nintendo 3DS,7,9.1,19,Action,Bandai Namco Games,Ganbarion,10.07.2014,23.07.2014
One Piece: Unlimited World Red,Wii U,7,9.4,22,Action,Bandai Namco Games,Ganbarion,10.07.2014,23.07.2014
Abyss Odyssey,PlayStation 3,6.7,8,2,Action,Atlus,ACE Team,15.07.2014,24.07.2014
Abyss Odyssey,PC,6.7,-1,-1,Action,Atlus,ACE Team,15.07.2014,24.07.2014
Abyss Odyssey,Xbox 360,6.7,-1,-1,Action,Atlus,ACE Team,TBA,24.07.2014
Gods Will Be Watching,PC,8,8.3,12,Adventure,Devolver Digital,Deconstructeam,24.07.2014,25.07.2014
Frozen Synapse Prime,PlayStation Vita,8.7,9,1,Strategy,Double Eleven Studios,Double Eleven Studios,23.09.2014,30.09.2014
Super Smash Bros. for Nintendo 3DS,Nintendo 3DS,8.8,9.3,165,Fighting,Nintendo,Bandai Namco Games,03.10.2014,26.09.2014
Persona 4 Arena Ultimax,PlayStation 3,9.1,8.7,16,Fighting,Atlus,Atlus,30.09.2014,30.09.2014
Persona 4 Arena Ultimax,Xbox 360,9.1,8.3,8,Fighting,Atlus,Atlus,30.09.2014,30.09.2014
Sherlock Holmes: Crimes & Punishments,PC,7.5,8.2,13,Adventure,,Frogwares,02.09.2014,30.09.2014
Sherlock Holmes: Crimes & Punishments,PlayStation 4,7.5,8.3,5,Adventure,,Frogwares,30.09.2014,30.09.2014
Skylanders Trap Team,PlayStation 4,8.2,3.7,1,Action,Activision,Beenox,05.10.2014,01.10.2014
The Vanishing of Ethan Carter,PC,8.5,-1,-1,Adventure,The Astronauts,The Astronauts,25.09.2014,02.10.2014
Ancient Space,PC,6.6,2.7,2,Strategy,Paradox Interactive,CreativeForge Games,,02.10.2014
Alien: Isolation,Xbox One,5.9,8.3,57,Action,SEGA,Creative Assembly,07.10.2014,03.10.2014
Alien: Isolation,PlayStation 4,5.9,8.8,76,Action,SEGA,Creative Assembly,07.10.2014,03.10.2014
Alien: Isolation,PC,5.9,9.2,215,Action,SEGA,Creative Assembly,07.10.2014,03.10.2014
Driveclub,PlayStation 4,7.9,6.6,140,Racing,,Evolution Studios,07.10.2014,07.10.2014
Fairy Fencer F,PlayStation 3,7.3,8.6,6,RPG,NIS,Compile Heart,16.09.2014,04.10.2014
Costume Quest 2,PC,7.6,8.3,2,RPG,Midnight City,Double Fine Productions,07.10.2014,07.10.2014
Project Spark,PC,8,-1,-1,Productivity,Microsoft,Team Dakota,,07.10.2014
Project Spark,Xbox One,8,8,11,Productivity,Microsoft,Team Dakota,07.10.2014,07.10.2014
Sleeping Dogs: Definitive Edition,Xbox One,8.5,7.8,11,Action,Square Enix,United Front Games,14.10.2014,08.10.2014
NBA 2K15,PC,7.8,6.8,18,Basketball,2K Games,Visual Concepts,07.10.2014,10.10.2014
NBA 2K15,Xbox One,7.8,8.9,6,Basketball,2K Games,Visual Concepts,07.10.2014,10.10.2014
NBA 2K15,PlayStation 4,7.8,8.4,58,Basketball,2K Games,Visual Concepts,07.10.2014,10.10.2014
Watch Dogs: Bad Blood,PC,6.8,7.2,5,Action,Ubisoft,Ubisoft,30.09.2014,10.10.2014
Bayonetta 2,Wii U,9.5,8,163,Action,,,24.10.2014,13.10.2014
Borderlands: The Pre-Sequel,PlayStation 3,8,8.8,15,Shooter,2K Games,2K Australia,14.10.2014,13.10.2014
Destiny,Xbox One,7.8,8.3,990,Action,Activision,Bungie Software,09.09.2014,03.09.2014
Dead Rising 3,PC,8.3,7.3,53,Action,Capcom,Capcom Game Studio Vancouver,05.09.2014,04.09.2014
Minecraft,Xbox One,9.7,8.4,42,Action,Mojang,Mojang,05.09.2014,06.09.2014
Hatoful Boyfriend,PC,8,9.9,13,Simulation,Devolver Digital,Independent,04.09.2014,05.09.2014
Minecraft,PlayStation 4,9.7,8.1,99,Action,,Mojang,04.09.2014,06.09.2014
NHL 15,PlayStation 4,7,4.9,92,Sports,Electronic Arts,Electronic Arts,09.09.2014,09.09.2014
Hyrule Warriors,Wii U,7,8.9,138,Action,Nintendo,Omega Force,26.09.2014,17.09.2014
Murasaki Baby,PlayStation Vita,7.5,8.5,2,Action,Ovosonico,Ovosonico,16.09.2014,16.09.2014
Planetary Annihilation,PC,4.8,6.8,20,Strategy,Nordic Games Publishing,"Uber Entertainment, Inc.",05.09.2014,17.09.2014
Theatrhythm Final Fantasy: Curtain Call,Nintendo 3DS,8.5,9.4,16,Music,Square Enix,Square Enix,16.09.2014,12.09.2014
Disney Infinity: 2.0 Edition -- Toy Box Starter Pack,PlayStation 4,6.8,8.5,1,Action,Disney Interactive Studios,Avalanche Software (USA),23.09.2014,19.09.2014
Sword Art Online: Hollow Fragment,PlayStation Vita,5.5,8.9,82,Action,Bandai Namco Games,,19.08.2014,19.09.2014
Disney Infinity: 2.0 Edition -- Marvel Super Heroes,PlayStation 4,6.8,5.5,3,Action,Disney Interactive Studios,Avalanche Software (USA),23.09.2014,19.09.2014
Minimum,PC,6.5,8.2,6,Shooter,Atari,Human Head Studios,,19.09.2014
FIFA 15,Xbox One,8.3,7.4,36,Sports,Electronic Arts,Electronic Arts,23.09.2014,23.09.2014
Hack 'n' Slash,PC,7.7,6,1,RPG,Double Fine Productions,Double Fine Productions,09.09.2014,22.09.2014
FIFA 15,PlayStation 4,8.3,7,146,Sports,Electronic Arts,Electronic Arts,23.09.2014,23.09.2014
D4,Xbox One,7,8.2,16,Adventure,Microsoft,Access Games (JP),19.09.2014,23.09.2014
Endless Legend,PC,8.3,8.8,18,Strategy,Amplitude Studios,Amplitude Studios,18.09.2014,23.09.2014
Fenix Rage,PC,6,7.7,4,Platformer,Reverb Publishing,Green Lava Studios,24.09.2014,24.09.2014
Wasteland 2,PC,8.4,8.5,31,RPG,Deep Silver,InXile Entertainment,19.09.2014,24.09.2014
Forza Horizon 2,Xbox One,9,9.1,88,Racing,Microsoft,Playground Games,30.09.2014,25.09.2014
Middle-earth: Shadow of Mordor,Xbox One,9.3,8.9,61,Action,Warner Bros. Interactive,Monolith Productions,30.09.2014,26.09.2014
Middle-earth: Shadow of Mordor,PlayStation 4,9.3,8.8,168,Action,Warner Bros. Interactive,Monolith Productions,30.09.2014,26.09.2014
The Walking Dead: A Telltale Game Series -- Season Two,PlayStation Vita,8,7.8,13,Adventure,Telltale Games,Telltale Games,04.11.2014,17.12.2013
Peggle 2,Xbox One,9,8.3,61,Puzzle,Electronic Arts,PopCap Games,09.12.2014,09.12.2013
Assassin's Creed IV: Black Flag,Xbox 360,8.5,9,369,Action,Ubisoft,Ubisoft,29.10.2013,29.10.2013
FIFA 14,Xbox 360,9.1,7.1,177,Sports,Electronic Arts,Electronic Arts,24.09.2013,02.12.2013
Dead Man's Draw,iPhone,6.2,5.7,1,Card,Stardock Entertainment,,02.10.2013,10.10.2013
Bioshock Infinite: Burial at Sea -- Episode One,PlayStation 3,7,8.4,35,Shooter,2K Games,Irrational Games,12.11.2013,11.11.2013
NBA Live 14,Xbox One,4.3,3.3,19,Sports,Electronic Arts,Electronic Arts,19.11.2013,19.11.2013
Rocksmith 2014,Macintosh,9,9.5,2,Music,,,22.10.2013,22.10.2013
Castle of Illusion Starring Mickey Mouse,PC,6.7,6.1,13,Platformer,SEGA,SEGA,04.09.2013,03.09.2013
Just Dance 2014,Wii U,7.9,8.9,12,Music,Ubisoft,Ubisoft,08.10.2013,11.10.2013
SteamWorld Dig,PlayStation Vita,9.5,8.5,8,Platformer,Image & Form International AB,Image & Form International AB,,18.09.2013
PayDay 2,PC,8,8.2,171,Shooter,505 Games,Overkill Software,13.08.2013,13.08.2013
Cloudberry Kingdom,PlayStation 3,7.4,7.5,14,Platformer,Ubisoft,Pwnee Studios,30.07.2013,30.07.2013
NCAA Football 14,Xbox 360,7.4,7.7,59,Sports,Electronic Arts,Tiburon,09.07.2013,05.07.2013
Deadpool,PlayStation 3,6,8.1,595,Action,Activision,High Moon Studios,25.06.2013,25.06.2013
Mii Force,Nintendo 3DS,8.5,8.2,20,Shooter,Nintendo,Good Feel,12.07.2013,17.07.2013
Warrior's Way,Nintendo 3DS,7,7.4,17,Strategy,Nintendo,Spike Chunsoft,19.06.2013,17.07.2013
Flower Town,Nintendo 3DS,5,7.7,13,Simulation,Nintendo,Grezzo,12.07.2013,17.07.2013
The Bureau: XCOM Declassified,Xbox 360,5.5,7.6,139,Shooter,2K Games,2K Marin,20.08.2013,20.08.2013
Monster Manor,Nintendo 3DS,7.9,8.2,18,Adventure,Nintendo,Nintendo,12.07.2013,18.07.2013
Dynasty Warriors 8,Xbox 360,8.7,8.4,29,Action,Tecmo KOEI,Omega Force,,18.07.2013
Dynasty Warriors 8,PlayStation 3,8.7,8.7,113,Action,Tecmo KOEI,Omega Force,,18.07.2013
Velocity Ultra,PlayStation 3,8.4,8.6,2,Shooter,Curve Studios,Futurlab,12.11.2013,23.07.2013
Pikmin 3,Wii U,8.8,9.1,435,Strategy,Nintendo,Nintendo,04.08.2013,22.07.2013
Velocity Ultra,PlayStation Vita,8.4,8.1,47,Shooter,Futurlab,Futurlab,15.05.2013,23.07.2013
Dota 2,PC,9.4,6.2,1053,RPG,Valve,Valve,,24.07.2013
Sine Mora,iPhone,4.9,6.1,3,Shooter,Grasshopper Manufacture,Grasshopper Manufacture,16.07.2013,23.07.2013
R.I.P.D.: The Game,PC,4.5,2.7,29,Action,Atlus,OldSchool Games,24.07.2013,23.07.2013
Velocity Ultra,PC,8.4,4.1,2,Shooter,Curve Studios,Futurlab,12.12.2013,23.07.2013
EarthBound,Wii U,9,9.4,129,RPG,Nintendo,Ape Inc.,18.07.2013,24.07.2013
Attack of the Friday Monsters: A Tokyo Tale,Nintendo 3DS,6.2,8,20,Adventure,Level-5,Millennium Kitchen,18.07.2013,25.07.2013
Shadowrun Returns,PC,7.3,7.7,59,RPG,Harebrained Schemes,Harebrained Schemes,25.07.2013,25.07.2013
Rogue Legacy,PlayStation Vita,9,9.2,16,RPG,Cellar Door Games,Cellar Door Games,29.07.2014,26.07.2013
Rogue Legacy,PlayStation 4,9,8.8,15,RPG,Cellar Door Games,Cellar Door Games,29.07.2014,26.07.2013
Rogue Legacy,PC,9,8.4,57,RPG,Cellar Door Games,Cellar Door Games,27.06.2013,26.07.2013
Stealth Inc.: A Clone in the Dark,PlayStation Vita,9.2,7.9,35,Platformer,Curve Studios,Curve Studios,23.07.2013,27.07.2013
Rogue Legacy,PlayStation 3,9,8.9,3,RPG,Cellar Door Games,Cellar Door Games,29.07.2014,26.07.2013
Stealth Inc.: A Clone in the Dark,PlayStation 3,9.2,8.2,33,Platformer,Curve Studios,Curve Studios,23.07.2013,27.07.2013
